participant,part2instr_presented,target_cor,variable,abs_err,variablef
801528,1,1,err_to_sample_mean,15.5018249922851,sample mean
801528,1,0,err_to_sample_mean,20.3314069687542,sample mean
801528,1,0.8,err_to_sample_mean,22.6623205400487,sample mean
801565,0,1,err_to_sample_mean,15.0961346461138,sample mean
801565,0,0.8,err_to_sample_mean,20.1729499668194,sample mean
801565,0,0,err_to_sample_mean,21.7302012042144,sample mean
801565,-1,1,err_to_sample_mean,18.139161382528,sample mean
801565,-1,0,err_to_sample_mean,20.1777151548086,sample mean
801565,-1,0.8,err_to_sample_mean,18.3779068025881,sample mean
801973,0,0,err_to_sample_mean,15.9348166653656,sample mean
801973,0,1,err_to_sample_mean,22.1670117951863,sample mean
801973,0,0.8,err_to_sample_mean,28.9628406520312,sample mean
801973,-1,0.8,err_to_sample_mean,17.9908259809947,sample mean
801973,-1,1,err_to_sample_mean,19.4561790642859,sample mean
801973,-1,0,err_to_sample_mean,30.6365914938841,sample mean
802029,0,0.8,err_to_sample_mean,23.3135051672129,sample mean
802029,0,0,err_to_sample_mean,21.5872199789922,sample mean
802029,0,1,err_to_sample_mean,17.7152716016347,sample mean
802029,1,0.8,err_to_sample_mean,14.7141580398182,sample mean
802029,1,0,err_to_sample_mean,18.8573880995126,sample mean
802029,1,1,err_to_sample_mean,20.3959555974843,sample mean
803867,0,0.8,err_to_sample_mean,17.8195802924468,sample mean
803867,0,1,err_to_sample_mean,15.4893118621865,sample mean
803867,0,0,err_to_sample_mean,20.0684163862999,sample mean
803867,-1,1,err_to_sample_mean,14.5541213903208,sample mean
803867,-1,0.8,err_to_sample_mean,15.8878579179854,sample mean
803867,-1,0,err_to_sample_mean,13.7246057394805,sample mean
805879,0,1,err_to_sample_mean,17.0879283986819,sample mean
805879,0,0,err_to_sample_mean,15.2765716575131,sample mean
805879,0,0.8,err_to_sample_mean,15.5034189190205,sample mean
805879,-1,1,err_to_sample_mean,15.3442431995046,sample mean
805879,-1,0.8,err_to_sample_mean,11.7234975592012,sample mean
805879,-1,0,err_to_sample_mean,15.2172057259772,sample mean
808560,0,0.8,err_to_sample_mean,13.6241099131974,sample mean
808560,0,1,err_to_sample_mean,14.1326040097461,sample mean
808560,0,0,err_to_sample_mean,17.9951987035604,sample mean
808560,-1,0.8,err_to_sample_mean,15.1905841218215,sample mean
808560,-1,0,err_to_sample_mean,19.1160908252336,sample mean
808560,-1,1,err_to_sample_mean,15.2339579075445,sample mean
828657,0,0.8,err_to_sample_mean,16.5382850459943,sample mean
828657,0,1,err_to_sample_mean,18.2504771917998,sample mean
828657,0,0,err_to_sample_mean,15.8819865277503,sample mean
828657,1,1,err_to_sample_mean,18.4757731606552,sample mean
828657,1,0.8,err_to_sample_mean,16.0410333032102,sample mean
828657,1,0,err_to_sample_mean,18.2091497716476,sample mean
