participant,trial_counter,condition,target_to_competitor,decoy_reduction,decoy_on,chosen_item,correct,rt
10,33,perceptual,0.03,0.05,target,target,1,2.003
10,34,numeric,0.03,0.05,target,competitor,0,3.391
10,35,numeric,0.1,0.05,competitor,decoy,0,4.782
10,36,numeric,0.03,0.2,target,competitor,0,7.125
10,37,perceptual,0.1,0.05,competitor,target,1,3.291
10,38,perceptual,0.03,0.2,competitor,competitor,0,7.164
10,39,numeric,0.03,0.05,competitor,decoy,0,7.053
10,40,numeric,0.03,0.2,competitor,target,1,8.496
10,41,perceptual,0.03,0.2,target,target,1,0.053
10,42,numeric,0.03,0.05,competitor,target,1,5.071
10,43,numeric,0.1,0.2,competitor,competitor,0,5.066
10,44,perceptual,0.1,0.05,target,target,1,3.724
10,45,perceptual,0.1,0.2,target,target,1,3.734
10,46,perceptual,0.03,0.2,competitor,target,1,2.204
10,47,numeric,0.1,0.2,competitor,target,1,5.99
10,48,numeric,0.03,0.05,target,target,1,7.186
10,49,perceptual,0.1,0.2,competitor,competitor,0,2.559
10,50,numeric,0.03,0.05,competitor,competitor,0,5.917
10,51,perceptual,0.1,0.2,competitor,target,1,2.665
10,52,numeric,0.03,0.2,target,target,1,6.179
10,53,numeric,0.03,0.2,competitor,competitor,0,4.697
10,54,numeric,0.03,0.05,target,competitor,0,7.405
10,55,numeric,0.1,0.05,competitor,target,1,7.251
10,56,numeric,0.1,0.05,target,target,1,6.455
10,57,perceptual,0.03,0.05,competitor,competitor,0,3.749
10,58,numeric,0.03,0.2,competitor,target,1,5.571
10,59,numeric,0.1,0.05,competitor,target,1,6.072
10,60,perceptual,0.1,0.05,competitor,target,1,3.357
10,61,perceptual,0.03,0.2,competitor,target,1,3.099
10,62,perceptual,0.03,0.05,target,target,1,3.29
10,63,numeric,0.03,0.05,competitor,competitor,0,7.899
10,64,numeric,0.03,0.2,target,target,1,5.461
10,65,perceptual,0.1,0.05,target,decoy,0,4.672
10,66,numeric,0.1,0.2,competitor,target,1,5.938
10,67,numeric,0.1,0.05,target,target,1,7.506
10,68,numeric,0.03,0.2,target,target,1,6.571
10,69,perceptual,0.03,0.2,competitor,competitor,0,2.874
10,70,perceptual,0.1,0.2,target,target,1,3.548
10,71,perceptual,0.03,0.05,competitor,target,1,4.416
10,72,perceptual,0.1,0.05,target,competitor,0,4.598
10,73,numeric,0.1,0.2,target,target,1,5.197
10,74,perceptual,0.1,0.2,competitor,competitor,0,3.348
10,75,numeric,0.03,0.2,competitor,target,1,4.715
10,76,perceptual,0.03,0.2,competitor,target,1,2.496
10,77,numeric,0.1,0.2,competitor,competitor,0,2.915
10,78,perceptual,0.03,0.05,target,decoy,0,2.443
10,79,perceptual,0.03,0.05,competitor,target,1,4.812
10,80,perceptual,0.03,0.2,target,target,1,2.771
10,81,perceptual,0.1,0.2,target,target,1,3.36
10,82,numeric,0.03,0.2,target,target,1,5.864
10,83,numeric,0.1,0.05,target,target,1,6.279
10,84,perceptual,0.1,0.05,target,target,1,2.288
10,85,numeric,0.03,0.2,competitor,competitor,0,3.234
10,86,perceptual,0.03,0.05,target,target,1,4.748
10,87,numeric,0.03,0.2,target,target,1,4.203
10,88,perceptual,0.03,0.05,competitor,competitor,0,3.051
10,89,numeric,0.03,0.2,target,target,1,6.118
10,90,numeric,0.1,0.2,competitor,target,1,5.152
10,91,numeric,0.1,0.2,target,target,1,7.248
10,92,perceptual,0.03,0.2,competitor,target,1,2.968
10,93,perceptual,0.03,0.05,competitor,target,1,3.122
10,94,numeric,0.1,0.05,competitor,target,1,5.389
10,95,numeric,0.1,0.05,target,decoy,0,5.122
10,96,perceptual,0.1,0.05,competitor,competitor,0,3.266
10,97,numeric,0.1,0.05,target,target,1,4.158
10,98,numeric,0.03,0.05,target,target,1,7.206
10,99,perceptual,0.03,0.05,target,decoy,0,2.663
10,100,perceptual,0.03,0.2,target,competitor,0,3.661
10,101,numeric,0.03,0.2,competitor,target,1,7.037
10,102,numeric,0.03,0.05,target,target,1,9.028
10,103,perceptual,0.1,0.05,competitor,competitor,0,3.579
10,104,perceptual,0.1,0.2,target,competitor,0,4.985
10,105,perceptual,0.1,0.05,target,decoy,0,3.714
10,106,perceptual,0.1,0.05,target,decoy,0,3.766
10,107,numeric,0.1,0.05,competitor,competitor,0,5.348
10,108,perceptual,0.03,0.2,competitor,competitor,0,3.554
10,109,numeric,0.1,0.05,target,target,1,4.914
10,110,numeric,0.03,0.05,competitor,target,1,7.163
10,111,perceptual,0.1,0.2,competitor,target,1,2.61
10,112,numeric,0.1,0.2,competitor,target,1,14.911
10,113,perceptual,0.1,0.2,target,target,1,3.178
10,114,numeric,0.03,0.2,target,competitor,0,5.168
10,115,perceptual,0.1,0.05,competitor,competitor,0,3.418
10,116,numeric,0.03,0.05,competitor,target,1,10.148
10,117,perceptual,0.1,0.2,competitor,target,1,2.476
10,118,numeric,0.1,0.05,competitor,target,1,6.014
10,119,numeric,0.1,0.05,competitor,target,1,5.385
10,120,perceptual,0.03,0.2,competitor,target,1,3.551
10,121,numeric,0.03,0.2,target,target,1,7.522
10,122,numeric,0.1,0.05,competitor,target,1,8.435
10,123,numeric,0.03,0.05,competitor,decoy,0,8.102
10,124,numeric,0.1,0.2,competitor,target,1,9.921
10,125,numeric,0.03,0.2,competitor,competitor,0,5.637
10,126,perceptual,0.1,0.2,competitor,target,1,3.231
10,127,numeric,0.1,0.2,target,target,1,7.38
10,128,numeric,0.1,0.2,target,target,1,7.615
10,129,numeric,0.1,0.2,competitor,target,1,5.177
10,130,numeric,0.03,0.05,target,competitor,0,5.03
10,131,numeric,0.1,0.05,competitor,target,1,5.352
10,132,perceptual,0.03,0.05,target,target,1,3.965
10,133,perceptual,0.03,0.2,competitor,competitor,0,3.129
10,134,perceptual,0.03,0.2,target,target,1,2.732
10,135,perceptual,0.03,0.05,target,competitor,0,4.4
10,136,perceptual,0.03,0.2,target,target,1,2.985
10,137,perceptual,0.1,0.2,target,target,1,3.246
10,138,numeric,0.03,0.05,competitor,target,1,9.422
10,139,numeric,0.1,0.2,competitor,target,1,7.651
10,140,perceptual,0.03,0.2,competitor,competitor,0,5.15
10,141,numeric,0.1,0.05,target,target,1,3.814
10,142,numeric,0.03,0.05,competitor,target,1,5.862
10,143,perceptual,0.1,0.2,competitor,target,1,3.901
10,144,numeric,0.1,0.2,target,target,1,4.874
10,145,numeric,0.03,0.05,competitor,target,1,5.138
10,146,perceptual,0.03,0.2,target,target,1,2.444
10,147,perceptual,0.03,0.05,target,competitor,0,4.908
10,148,numeric,0.1,0.05,target,target,1,6.584
10,149,perceptual,0.1,0.2,target,competitor,0,4.699
10,150,perceptual,0.03,0.2,target,competitor,0,2.482
10,151,numeric,0.03,0.05,target,target,1,4.709
10,152,perceptual,0.1,0.2,competitor,target,1,2.295
10,153,perceptual,0.1,0.2,target,competitor,0,2.851
10,154,perceptual,0.1,0.05,target,target,1,4.274
10,155,perceptual,0.1,0.05,competitor,target,1,3.771
10,156,numeric,0.1,0.05,target,target,1,3.853
10,157,perceptual,0.03,0.2,target,target,1,2.601
10,158,numeric,0.03,0.05,competitor,competitor,0,5.171
10,159,perceptual,0.1,0.2,target,competitor,0,2.648
10,160,perceptual,0.03,0.05,target,target,1,2.282
10,161,perceptual,0.1,0.05,competitor,target,1,4.316
10,162,numeric,0.03,0.05,competitor,target,1,4.068
10,163,perceptual,0.1,0.2,competitor,target,1,2.715
10,164,perceptual,0.1,0.05,competitor,target,1,3.043
10,165,perceptual,0.1,0.2,competitor,competitor,0,3.063
10,166,numeric,0.03,0.2,target,target,1,9.041
10,167,perceptual,0.03,0.2,competitor,competitor,0,2.834
10,168,numeric,0.1,0.05,target,target,1,4.449
10,169,numeric,0.1,0.2,competitor,target,1,7.973
10,170,perceptual,0.03,0.05,target,competitor,0,2.433
10,171,numeric,0.1,0.05,competitor,competitor,0,8.787
10,172,perceptual,0.03,0.2,target,competitor,0,3.2
10,173,numeric,0.1,0.2,target,target,1,8.855
10,174,perceptual,0.03,0.2,competitor,target,1,2.532
10,175,perceptual,0.1,0.05,target,competitor,0,1.987
10,176,numeric,0.1,0.2,competitor,target,1,4.356
10,177,perceptual,0.1,0.05,competitor,decoy,0,4.585
10,178,perceptual,0.03,0.2,target,decoy,0,2.511
10,179,perceptual,0.03,0.2,target,competitor,0,2.925
10,180,perceptual,0.1,0.2,target,competitor,0,3.229
10,181,numeric,0.03,0.2,competitor,competitor,0,7.757
10,182,perceptual,0.03,0.05,competitor,target,1,3.332
10,183,perceptual,0.1,0.05,competitor,target,1,2.637
10,184,perceptual,0.1,0.05,target,competitor,0,3.398
10,185,perceptual,0.1,0.05,competitor,target,1,3.065
10,186,numeric,0.1,0.05,target,target,1,6.376
10,187,numeric,0.1,0.2,target,target,1,4.413
10,188,perceptual,0.03,0.05,competitor,competitor,0,2.229
10,189,perceptual,0.1,0.05,target,decoy,0,4.778
10,190,perceptual,0.03,0.05,target,competitor,0,3.111
10,191,numeric,0.03,0.2,competitor,target,1,4.194
10,192,numeric,0.1,0.05,target,target,1,5.492
11,1,perceptual,0.03,0.2,target,competitor,0,5.158
11,2,perceptual,0.1,0.2,target,target,1,3.739
11,3,perceptual,0.1,0.05,target,target,1,6.486
11,4,numeric,0.1,0.2,competitor,target,1,10.978
11,5,numeric,0.1,0.2,competitor,target,1,7.43
11,6,numeric,0.1,0.2,competitor,target,1,5.768
11,7,perceptual,0.03,0.2,target,competitor,0,6.35
11,8,numeric,0.1,0.05,target,target,1,7.49
11,9,numeric,0.03,0.05,competitor,competitor,0,8.353
11,10,numeric,0.03,0.2,competitor,competitor,0,5.777
11,11,perceptual,0.03,0.05,target,target,1,6.159
11,12,perceptual,0.03,0.05,competitor,target,1,7.628
11,13,numeric,0.1,0.2,competitor,competitor,0,8.518
11,14,numeric,0.03,0.2,target,target,1,8
11,15,numeric,0.1,0.05,competitor,target,1,8.076
11,16,perceptual,0.1,0.05,competitor,target,1,4.919
11,17,perceptual,0.03,0.2,competitor,target,1,7.939
11,18,perceptual,0.1,0.05,competitor,competitor,0,6.81
11,19,numeric,0.03,0.05,target,target,1,6.208
11,20,numeric,0.1,0.05,target,target,1,7.993
11,21,perceptual,0.1,0.2,competitor,target,1,5.539
11,22,perceptual,0.1,0.2,target,target,1,6.398
11,23,numeric,0.03,0.2,competitor,target,1,15.624
11,24,numeric,0.1,0.05,target,target,1,8.003
11,25,numeric,0.03,0.05,competitor,target,1,12.208
11,26,numeric,0.03,0.05,competitor,competitor,0,10.904
11,27,perceptual,0.1,0.2,target,target,1,8.111
11,28,perceptual,0.03,0.05,target,target,1,7.76
11,29,numeric,0.1,0.2,competitor,target,1,8.128
11,30,numeric,0.1,0.2,competitor,target,1,5.639
11,31,numeric,0.03,0.05,target,target,1,9.257
11,32,numeric,0.03,0.2,target,target,1,10.635
11,33,numeric,0.1,0.05,competitor,target,1,15.963
11,34,perceptual,0.03,0.05,target,target,1,9
11,35,perceptual,0.03,0.05,target,target,1,5.57
11,36,numeric,0.03,0.05,competitor,target,1,10.646
11,37,numeric,0.03,0.2,target,target,1,14.62
11,38,perceptual,0.03,0.2,competitor,target,1,8.777
11,39,numeric,0.1,0.05,competitor,target,1,4.971
11,40,perceptual,0.03,0.2,competitor,target,1,7.038
11,41,perceptual,0.03,0.2,competitor,target,1,5.481
11,42,numeric,0.03,0.05,target,target,1,13.094
11,43,numeric,0.03,0.05,competitor,competitor,0,16.031
11,44,perceptual,0.03,0.2,target,target,1,6.552
11,45,perceptual,0.1,0.2,competitor,competitor,0,11.951
11,46,numeric,0.1,0.2,competitor,target,1,9.789
11,47,numeric,0.03,0.05,competitor,target,1,13.171
11,48,perceptual,0.03,0.05,competitor,target,1,16.596
11,49,numeric,0.1,0.05,competitor,target,1,8.444
11,50,perceptual,0.1,0.2,target,target,1,8.757
11,51,perceptual,0.1,0.05,target,target,1,9.544
11,52,numeric,0.1,0.05,target,target,1,12.577
11,53,perceptual,0.03,0.05,competitor,competitor,0,10.148
11,54,perceptual,0.1,0.2,competitor,target,1,4.218
11,55,perceptual,0.1,0.2,competitor,target,1,5.528
11,56,perceptual,0.03,0.05,competitor,competitor,0,4.771
11,57,perceptual,0.1,0.05,target,target,1,5.026
11,58,perceptual,0.1,0.2,competitor,target,1,7.31
11,59,perceptual,0.03,0.2,target,target,1,6.576
11,60,perceptual,0.1,0.05,competitor,target,1,10.096
11,61,numeric,0.03,0.2,target,competitor,0,11.905
11,62,numeric,0.03,0.05,competitor,target,1,9.625
11,63,perceptual,0.1,0.05,competitor,target,1,10.419
11,64,numeric,0.03,0.2,competitor,target,1,15.343
11,65,perceptual,0.1,0.2,competitor,target,1,8.556
11,66,numeric,0.1,0.2,target,target,1,9.753
11,67,perceptual,0.03,0.05,competitor,competitor,0,16.547
11,68,perceptual,0.03,0.2,competitor,competitor,0,7.977
11,69,perceptual,0.03,0.05,competitor,target,1,13.3
11,70,numeric,0.1,0.05,competitor,target,1,10.795
11,71,numeric,0.03,0.2,target,competitor,0,17.819
11,72,numeric,0.1,0.05,competitor,target,1,8.475
11,73,numeric,0.03,0.05,competitor,target,1,13.065
11,74,numeric,0.1,0.05,competitor,target,1,14.088
11,75,perceptual,0.1,0.2,target,target,1,9.501
11,76,numeric,0.03,0.2,target,target,1,7.275
11,77,numeric,0.1,0.2,target,target,1,9.496
11,78,numeric,0.1,0.05,competitor,target,1,7.29
11,79,perceptual,0.1,0.05,target,target,1,12.075
11,80,perceptual,0.03,0.05,target,target,1,5.439
11,81,numeric,0.03,0.05,target,competitor,0,19.594
11,82,perceptual,0.1,0.2,target,target,1,4.861
11,83,numeric,0.1,0.05,target,target,1,11.302
11,84,numeric,0.1,0.05,target,target,1,12.193
11,85,perceptual,0.03,0.05,competitor,target,1,13.251
11,86,numeric,0.03,0.05,target,competitor,0,14.594
11,87,perceptual,0.1,0.2,target,target,1,12.924
11,88,perceptual,0.03,0.05,competitor,target,1,8.77
11,89,numeric,0.1,0.05,competitor,target,1,11.306
11,90,perceptual,0.03,0.2,competitor,target,1,7.897
11,91,perceptual,0.1,0.05,target,target,1,5.806
11,92,numeric,0.03,0.05,competitor,target,1,10.224
11,93,perceptual,0.1,0.2,target,target,1,6.284
11,94,numeric,0.1,0.2,target,competitor,0,16.764
11,95,perceptual,0.1,0.05,competitor,target,1,7.908
11,96,numeric,0.1,0.2,target,target,1,10.623
11,97,perceptual,0.03,0.05,target,target,1,8.796
11,98,perceptual,0.03,0.05,target,target,1,6.276
11,99,perceptual,0.03,0.2,target,target,1,12.812
11,100,perceptual,0.03,0.05,target,target,1,11.156
11,101,numeric,0.1,0.2,competitor,competitor,0,16.764
11,102,perceptual,0.1,0.2,competitor,target,1,8.504
11,103,perceptual,0.1,0.2,competitor,target,1,7.834
11,104,numeric,0.1,0.05,target,target,1,8.179
11,105,perceptual,0.03,0.2,competitor,target,1,7.304
11,106,perceptual,0.03,0.2,competitor,target,1,6.626
11,107,numeric,0.03,0.2,competitor,target,1,11.968
11,108,numeric,0.1,0.2,competitor,target,1,12.364
11,109,numeric,0.03,0.05,target,target,1,10.89
11,110,numeric,0.03,0.2,competitor,competitor,0,9.963
11,111,numeric,0.1,0.05,competitor,target,1,8.869
11,112,numeric,0.1,0.2,target,target,1,10.046
11,113,perceptual,0.1,0.05,target,target,1,7.533
11,114,numeric,0.03,0.2,competitor,competitor,0,10.029
11,115,numeric,0.1,0.2,target,target,1,15.274
11,116,numeric,0.1,0.05,target,target,1,13.723
11,117,numeric,0.03,0.2,target,competitor,0,12.826
11,118,numeric,0.03,0.2,target,target,1,13.333
11,119,perceptual,0.1,0.2,competitor,target,1,9.976
11,120,numeric,0.1,0.2,target,target,1,7.421
11,121,numeric,0.03,0.05,target,competitor,0,10.964
11,122,perceptual,0.1,0.05,competitor,competitor,0,5.636
11,123,perceptual,0.1,0.2,target,target,1,9.257
11,124,numeric,0.1,0.2,competitor,target,1,12.388
11,125,perceptual,0.1,0.05,competitor,target,1,9.643
11,126,numeric,0.03,0.2,competitor,target,1,8.58
11,127,perceptual,0.03,0.2,competitor,target,1,7.153
11,128,perceptual,0.03,0.05,target,target,1,5.7
11,129,numeric,0.03,0.2,target,target,1,13.239
11,130,perceptual,0.03,0.05,competitor,target,1,8.406
11,131,numeric,0.03,0.05,competitor,target,1,9.831
11,132,perceptual,0.1,0.05,competitor,target,1,7.26
11,133,perceptual,0.03,0.2,target,target,1,9.379
11,134,numeric,0.03,0.05,target,target,1,11.465
11,135,perceptual,0.03,0.05,competitor,target,1,5.467
11,136,perceptual,0.1,0.05,target,target,1,8.621
11,137,perceptual,0.03,0.2,competitor,target,1,7.373
11,138,perceptual,0.03,0.2,target,competitor,0,7.849
11,139,numeric,0.1,0.05,target,decoy,0,8.921
11,140,numeric,0.03,0.05,target,target,1,12.894
11,141,perceptual,0.03,0.05,competitor,target,1,11.384
11,142,numeric,0.1,0.05,competitor,target,1,11.875
11,143,numeric,0.03,0.2,target,target,1,15.178
11,144,numeric,0.1,0.2,competitor,target,1,8.712
11,145,numeric,0.1,0.2,target,target,1,7.706
11,146,numeric,0.1,0.2,competitor,target,1,9.192
11,147,numeric,0.03,0.05,competitor,target,1,9.54
11,148,perceptual,0.1,0.05,target,target,1,6.902
11,149,numeric,0.1,0.05,target,target,1,9.369
11,150,numeric,0.03,0.2,competitor,target,1,13.587
11,151,perceptual,0.03,0.2,target,target,1,6.691
11,152,perceptual,0.1,0.05,competitor,target,1,6.248
11,153,perceptual,0.1,0.05,competitor,target,1,5.921
11,154,numeric,0.03,0.2,competitor,competitor,0,6.155
11,155,perceptual,0.1,0.05,competitor,target,1,5.027
11,156,numeric,0.1,0.2,target,target,1,6.395
11,157,perceptual,0.1,0.2,competitor,competitor,0,6.621
11,158,numeric,0.1,0.2,target,competitor,0,8.489
11,159,perceptual,0.03,0.2,competitor,target,1,4.914
11,160,perceptual,0.1,0.05,competitor,decoy,0,4.752
11,161,perceptual,0.1,0.2,target,target,1,6.508
11,162,numeric,0.1,0.2,target,target,1,9.447
11,163,perceptual,0.1,0.2,competitor,target,1,5.883
11,164,numeric,0.03,0.2,competitor,target,1,6.013
11,165,perceptual,0.1,0.2,target,target,1,5.461
11,166,numeric,0.03,0.05,competitor,target,1,9.231
11,167,perceptual,0.1,0.05,target,target,1,4.622
11,168,perceptual,0.03,0.2,competitor,competitor,0,5.928
11,169,numeric,0.03,0.2,target,competitor,0,8.541
11,170,numeric,0.03,0.05,target,target,1,9.932
11,171,perceptual,0.03,0.2,target,target,1,4.473
11,172,perceptual,0.1,0.2,target,target,1,8.849
11,173,numeric,0.03,0.2,target,competitor,0,14.012
11,174,perceptual,0.03,0.05,target,decoy,0,13.08
11,175,perceptual,0.03,0.2,target,target,1,6.827
11,176,numeric,0.1,0.05,competitor,target,1,8.748
11,177,numeric,0.03,0.2,competitor,target,1,10.478
11,178,perceptual,0.03,0.05,target,competitor,0,9.62
11,179,numeric,0.1,0.05,target,target,1,13.257
11,180,perceptual,0.03,0.05,competitor,target,1,8.471
11,181,numeric,0.03,0.05,target,competitor,0,10.844
11,182,perceptual,0.1,0.05,target,target,1,8.882
11,183,perceptual,0.1,0.05,target,target,1,7.043
11,184,perceptual,0.03,0.2,target,competitor,0,8.857
11,185,numeric,0.1,0.05,target,decoy,0,12.846
11,186,numeric,0.1,0.2,target,target,1,14.124
11,187,perceptual,0.03,0.05,target,competitor,0,10.093
11,188,perceptual,0.03,0.2,target,competitor,0,6.063
11,189,perceptual,0.1,0.05,target,target,1,5.726
11,190,numeric,0.03,0.2,competitor,competitor,0,11.864
11,192,perceptual,0.1,0.2,competitor,target,1,6.297
12,1,numeric,0.1,0.2,target,target,1,12.972
12,2,perceptual,0.1,0.2,competitor,target,1,9.02
12,3,perceptual,0.03,0.05,competitor,competitor,0,11.342
12,4,numeric,0.03,0.2,target,decoy,0,5.784
12,5,perceptual,0.03,0.2,target,competitor,0,6.063
12,6,numeric,0.03,0.2,target,target,1,8.57
12,7,perceptual,0.1,0.2,target,decoy,0,8.241
12,8,numeric,0.1,0.05,competitor,target,1,6.874
12,9,numeric,0.1,0.05,competitor,target,1,6.643
12,10,numeric,0.1,0.2,competitor,target,1,8.823
12,11,numeric,0.1,0.05,competitor,target,1,8.499
12,12,numeric,0.1,0.05,competitor,competitor,0,5.389
12,13,perceptual,0.03,0.2,competitor,decoy,0,6.946
12,14,perceptual,0.03,0.2,target,competitor,0,6.946
12,15,perceptual,0.1,0.05,target,competitor,0,7.801
12,16,numeric,0.1,0.05,target,target,1,9.862
12,17,numeric,0.03,0.2,competitor,target,1,5.74
12,18,numeric,0.03,0.05,competitor,competitor,0,6.432
12,19,perceptual,0.1,0.2,target,target,1,4.951
12,20,perceptual,0.03,0.05,target,decoy,0,5.791
12,21,perceptual,0.1,0.2,competitor,target,1,7.511
12,22,numeric,0.1,0.2,target,target,1,7.207
12,23,numeric,0.03,0.2,competitor,target,1,9.28
12,24,perceptual,0.03,0.05,target,decoy,0,4.743
12,25,perceptual,0.03,0.05,competitor,target,1,9.284
12,26,perceptual,0.03,0.2,competitor,competitor,0,5.393
12,27,numeric,0.1,0.2,competitor,target,1,5.113
12,28,numeric,0.03,0.05,competitor,competitor,0,10.042
12,29,numeric,0.1,0.2,competitor,target,1,9.741
12,30,perceptual,0.1,0.2,target,competitor,0,4.129
12,31,perceptual,0.1,0.05,target,decoy,0,3.135
12,32,numeric,0.1,0.2,target,target,1,7.324
12,33,numeric,0.03,0.05,competitor,target,1,7.269
12,34,perceptual,0.1,0.2,target,competitor,0,4.464
12,35,numeric,0.1,0.05,competitor,target,1,5.984
12,36,numeric,0.1,0.2,competitor,target,1,10.589
12,37,perceptual,0.03,0.2,target,competitor,0,3.512
12,38,perceptual,0.03,0.2,competitor,competitor,0,7.574
12,39,perceptual,0.1,0.2,competitor,target,1,5.253
12,40,numeric,0.1,0.05,target,target,1,6.188
12,41,perceptual,0.03,0.2,target,competitor,0,4.694
12,42,perceptual,0.1,0.05,competitor,decoy,0,6.064
12,43,perceptual,0.03,0.05,competitor,competitor,0,4.91
12,44,numeric,0.03,0.2,competitor,competitor,0,8.561
12,45,perceptual,0.1,0.05,target,competitor,0,7.384
12,46,perceptual,0.1,0.2,competitor,decoy,0,6.737
12,47,numeric,0.1,0.05,target,decoy,0,5.568
12,48,perceptual,0.03,0.2,competitor,competitor,0,4.981
12,49,perceptual,0.1,0.2,competitor,target,1,6.341
12,50,numeric,0.03,0.05,competitor,target,1,8.237
12,51,numeric,0.1,0.2,competitor,competitor,0,13.019
12,52,numeric,0.1,0.2,competitor,target,1,10.151
12,53,perceptual,0.03,0.05,target,decoy,0,6.508
12,54,numeric,0.1,0.05,target,target,1,7.345
12,55,numeric,0.03,0.05,target,target,1,9.165
12,56,perceptual,0.03,0.2,target,target,1,7.807
12,57,numeric,0.1,0.05,target,competitor,0,12.134
12,58,perceptual,0.03,0.05,competitor,competitor,0,3.888
12,59,numeric,0.03,0.05,target,competitor,0,8.516
12,60,numeric,0.03,0.05,target,competitor,0,5.272
12,61,numeric,0.1,0.2,target,target,1,6.611
12,62,numeric,0.1,0.2,competitor,target,1,12.814
12,63,numeric,0.03,0.2,competitor,target,1,9.199
12,64,numeric,0.03,0.05,target,target,1,9.906
12,65,numeric,0.03,0.2,competitor,competitor,0,6.368
12,66,perceptual,0.1,0.05,competitor,decoy,0,7.318
12,67,perceptual,0.1,0.05,competitor,target,1,3.864
12,68,numeric,0.03,0.2,target,competitor,0,5.815
12,69,numeric,0.1,0.2,target,target,1,6.044
12,70,perceptual,0.1,0.2,competitor,competitor,0,5.72
12,71,perceptual,0.03,0.2,target,competitor,0,3.928
12,72,numeric,0.03,0.05,competitor,target,1,11.328
12,73,numeric,0.1,0.2,target,target,1,8.429
12,74,perceptual,0.1,0.05,target,decoy,0,4.037
12,75,perceptual,0.03,0.05,competitor,target,1,4.753
12,76,perceptual,0.03,0.05,competitor,competitor,0,5.848
12,77,numeric,0.1,0.05,target,target,1,10.041
12,78,numeric,0.1,0.2,target,decoy,0,9.755
12,79,perceptual,0.03,0.2,target,competitor,0,5.495
12,80,perceptual,0.03,0.05,target,competitor,0,7.052
12,81,perceptual,0.1,0.2,target,competitor,0,3.714
12,82,perceptual,0.1,0.05,target,competitor,0,3.374
12,83,perceptual,0.1,0.2,target,target,1,2.606
12,84,perceptual,0.03,0.2,competitor,competitor,0,3.758
12,85,perceptual,0.03,0.05,competitor,target,1,6.79
12,86,numeric,0.03,0.2,competitor,competitor,0,6.341
12,87,perceptual,0.03,0.2,target,target,1,6.971
12,88,perceptual,0.1,0.05,competitor,target,1,5.49
12,89,numeric,0.1,0.2,competitor,target,1,11.29
12,90,numeric,0.03,0.2,target,target,1,8.481
12,91,perceptual,0.1,0.2,competitor,decoy,0,8.534
12,92,perceptual,0.1,0.2,target,decoy,0,6.878
12,93,perceptual,0.03,0.2,competitor,competitor,0,6.112
12,94,numeric,0.03,0.2,competitor,competitor,0,8.409
12,95,perceptual,0.1,0.2,target,target,1,5.135
12,96,numeric,0.03,0.2,target,competitor,0,9.778
12,97,perceptual,0.03,0.2,target,competitor,0,5.228
12,98,numeric,0.1,0.2,target,target,1,5.93
12,99,numeric,0.1,0.2,competitor,target,1,7.537
12,100,numeric,0.03,0.05,target,competitor,0,6.667
12,101,perceptual,0.1,0.2,competitor,competitor,0,3.863
12,102,numeric,0.1,0.2,target,target,1,6.095
12,103,perceptual,0.1,0.05,competitor,competitor,0,2.848
12,104,numeric,0.03,0.2,competitor,target,1,8.937
12,105,perceptual,0.1,0.2,competitor,target,1,4.539
12,106,perceptual,0.03,0.05,competitor,target,1,3.857
12,107,perceptual,0.1,0.05,competitor,target,1,2.964
12,108,numeric,0.03,0.2,target,target,1,7.01
12,109,perceptual,0.1,0.05,competitor,decoy,0,4.352
12,110,numeric,0.03,0.2,target,target,1,7.544
12,111,perceptual,0.1,0.05,competitor,target,1,5.678
12,112,perceptual,0.03,0.2,target,competitor,0,4.828
12,113,numeric,0.1,0.05,target,target,1,6.75
12,114,numeric,0.03,0.2,target,target,1,12.38
12,115,numeric,0.03,0.2,target,competitor,0,7.869
12,116,numeric,0.1,0.2,target,target,1,10.47
12,117,perceptual,0.03,0.05,competitor,target,1,3.774
12,118,numeric,0.03,0.05,target,target,1,10.257
12,119,numeric,0.03,0.05,target,target,1,9.415
12,120,perceptual,0.1,0.05,competitor,target,1,3.372
12,121,perceptual,0.03,0.2,competitor,decoy,0,4.279
12,122,numeric,0.1,0.05,competitor,target,1,6.43
12,123,perceptual,0.03,0.2,competitor,competitor,0,3.862
12,124,perceptual,0.1,0.2,target,target,1,6.902
12,125,numeric,0.03,0.2,competitor,target,1,9.089
12,126,numeric,0.03,0.2,target,target,1,13.164
12,127,perceptual,0.1,0.05,competitor,competitor,0,3.94
12,128,perceptual,0.03,0.2,competitor,decoy,0,4.352
12,129,perceptual,0.03,0.05,target,decoy,0,6.269
12,130,perceptual,0.03,0.2,target,competitor,0,5.291
12,131,numeric,0.03,0.05,competitor,competitor,0,7.804
12,132,numeric,0.03,0.05,competitor,target,1,7.492
12,133,numeric,0.03,0.05,competitor,competitor,0,9.538
12,134,perceptual,0.03,0.05,target,competitor,0,6.484
12,135,numeric,0.03,0.05,target,target,1,6.346
12,136,perceptual,0.1,0.05,competitor,target,1,3.921
12,137,numeric,0.1,0.05,target,competitor,0,6.248
12,138,perceptual,0.1,0.05,target,target,1,3.214
12,139,perceptual,0.03,0.05,competitor,decoy,0,6.15
12,140,perceptual,0.03,0.2,competitor,target,1,3.64
12,141,numeric,0.03,0.05,target,target,1,9.521
12,142,perceptual,0.1,0.2,target,competitor,0,3.54
12,143,perceptual,0.1,0.2,competitor,target,1,4.602
